Your mom's anniversary set him off and he went on a murder spree, killing everyone...	N
What's this all about, Tyler?	N
Go on and read it, John, and then start socking!	N
I - I don't know, Bill.	N
Hang on tightly, let go lightly.	M
What virus are we talking about, Dad?	N
It was our money and we want it back.	N
I'll have to re-energize.	N
Can I go forward when my heart is here?	N
Lucius Hunt you answer me this moment!	N
Au contraire baby, you can't resist me.	M
The first and most important rule of gun-running is: Never get shot with your own merchandise.	M
I always thought I knew the punchline.	N
These men are the leaders of a terrorist organization wanted for the abduction of a monkey.	N
Mmm, I'm a little bit lonely these days	M
You'd make a good poker player, kid.	M
She did it because she got off on it, she did it for fun.	N
Sucking the marrow out of life doesn't mean choking on the bone.	M
See this is why we're not watching TV, people become obsessed.	M
I mean, he was already in Vegas a couple of years and he had the fuckin' place clocked.	N
Why'd you have to get us into this, Foxy?	N
Would it help if I explained to them I'm not homosexual?	N
NOBODY'S GONNA PUT ME TO SLEEP!	N
Well, kiddo, I thought you outgrew superstition.	M
You must be makin' some big deals, doin' lunch in a place like this?	N
Don't matter what kin' either.	N
Now, on top of everything else, I gotta make sure no one fucks around with the Golden Jew.	M
Oh dear, I feel like doing a bit of work.	N
Knowing what you've got, knowing what you need, knowing what you can do without - That's inventory control.	M
Captain, shall we raise our shields?	N
What is your malfunction, you fat barrel of monkey spunk?	M
Mrs. Peel, you're needed.	M
Then I suggest you go home and do the same.	N
Don't worry Jennie.	N
Cause I don't forgive you, I don't forgive you for dying.	N
Joe College strikes out.	M
I just wish I understood what they were telling me.	N
We fell from grace together.	N
It was the first time somebody ever saw the real me, the me that nobody else knows.	N
Prove what the big shots say is true -- we're street rats with no brains and no respect for nothin' -- includin' ourselves!	N
We are God's unwanted children, with no special place and no special attention, and so be it.	N
Hey, fuck him, let's eat this thing.	N
More fancy talk... You want to know what Haddonfield is?	N
I mean, he knew we didn't hand off his briefcase, but he never asked for it back.	N
... and then, you know, you grow up.	N
Man, they got a shit load of cookies!	M
I was making time with your girl.	N
They abide, and they endure.	M
My eyes still hurt from reading that movie.	M
You, madam, are addressing a man, who is in fact quiet... and yet, not quiet, if I may offer to you a riddle.	M
Does my inner child need a spanking?	M
I'd be monarch of all I survey....	N
Also, we haven't had a chance to speak since THAT week.	N
and your car and me and my brothers were wanted by the law, I woulda killed you to get 'em too.	N
Yeah - I have that effect on people.	M
I don't think you should tell her she doesn't have blood...	M
Well, I don't think that store dick is gonna want this.	N
Trying to get something real by telling yourself stories is a trap.	M
He was conceived during one of our rituals.	M
Die screaming motherfucker.	M
You stay away from my wife, my life, my home, and my skunk!	M
Let's snuff the sucka.	M
Made the semi-finals, didn't you?	N
We are grateful for the time we have been given.	M
This is the coolest thing I have ever seen.	M
Thanks for giving me this part, Mr. Cunningham.	N
You can't argue about taste.	M
Billy, take the radio, leave the rest.	N
You'd be surprised about what you can get, if you ask for it the right way.	M
Even if it's just banging its head against a rock.	N
I can't talk to the others, but with time to myself, I think about back home, back home at Malibu.	N
I don't think I'll ever dry out.	M
Stern, if this factory ever produces a shell that can actually be fired, I'll be very unhappy.	M
And you could be... sort of like... a father figure to me....	N
Come with me if you want to live!	M
Damn it, you're on a need-to-know basis, and you don't need to know.	M
Anyway, I guess you could say me and Momma was on our own.	N
I just love the feel of tuck and roll upholstery.	N
Oh, you amuse me, Roy, but I'm the only woman in America born after World War II that thinks astrology's a crock of shit.	M
What, by putting it in a fuckin' script, for everyone to see?!	N
Oh, look, look, there's that ... that's -that's my old house.	N
This is pricks ficks.	N
I wish there was some way I could just pay the fine and go home.	M
