Your mom's anniversary set him off and he went on a murder spree, killing everyone...	N
What's this all about, Tyler?	N
Go on and read it, John, and then start socking!	N
All I know is... you're beautiful.	M
If there's anything around here more important than my ego, I want it caught and shot now!	M
Hang on tightly, let go lightly.	M
What virus are we talking about, Dad?	N
Die screaming motherfucker.	M
I'll have to re-energize.	N
Can I go forward when my heart is here?	N
Lucius Hunt you answer me this moment!	N
The first and most important rule of gun-running is: Never get shot with your own merchandise.	M
And I'd gladly stand up; next to you and defend her still today.	N
Mmm, I'm a little bit lonely these days	M
L.A.P.D., I mean San Angeles P.D.	N
She did it because she got off on it, she did it for fun.	N
The two hours after school and before The Rockford Files, three days in a row.	N
See this is why we're not watching TV, people become obsessed.	M
Why'd you have to get us into this, Foxy?	N
Would it help if I explained to them I'm not homosexual?	N
Why don't you just shove a leash up my ass?	M
Well, kiddo, I thought you outgrew superstition.	M
I have a special surprise for you, Mommy!	M
Sammy, opening for David Brenner is a fine gig.	N
Oh dear, I feel like doing a bit of work.	N
Knowing what you've got, knowing what you need, knowing what you can do without - That's inventory control.	M
Captain, shall we raise our shields?	N
What is your malfunction, you fat barrel of monkey spunk?	M
Mrs. Peel, you're needed.	M
Goddamn, these people are confusing.	M
But I knew if anyone could straighten them out, you could.	N
Cause I don't forgive you, I don't forgive you for dying.	N
Joe College strikes out.	M
I just wish I understood what they were telling me.	N
I never swim myself, so the pool tends to go to waste.	N
It was the first time somebody ever saw the real me, the me that nobody else knows.	N
Prove what the big shots say is true -- we're street rats with no brains and no respect for nothin' -- includin' ourselves!	N
We are God's unwanted children, with no special place and no special attention, and so be it.	N
Nobody appreciates that kind of integrity anymore... the grain, the gritty look you get.	N
Hey, fuck him, let's eat this thing.	N
More fancy talk... You want to know what Haddonfield is?	N
I mean, he knew we didn't hand off his briefcase, but he never asked for it back.	N
... and then, you know, you grow up.	N
You used to ride with that guy?	M
Man, they got a shit load of cookies!	M
Don't be a fool!	N
Sometimes it's a hard world for small things.	M
You, madam, are addressing a man, who is in fact quiet... and yet, not quiet, if I may offer to you a riddle.	M
Does my inner child need a spanking?	M
Once or twice more and we're going to be dead in space.	N
Also, we haven't had a chance to speak since THAT week.	N
and your car and me and my brothers were wanted by the law, I woulda killed you to get 'em too.	N
Well, I don't think that store dick is gonna want this.	N
I guess I'm just no good?	N
Trying to get something real by telling yourself stories is a trap.	M
He was conceived during one of our rituals.	M
Made the semi-finals, didn't you?	N
I haven't seen her around, and as for who would want to kill Johnny Crunch, line forms to the left.	N
This is the coolest thing I have ever seen.	M
Thanks for giving me this part, Mr. Cunningham.	N
I promise, that one day, everything's going to be better for you.	M
You can't argue about taste.	M
Billy, take the radio, leave the rest.	N
You'd be surprised about what you can get, if you ask for it the right way.	M
Miss Winston, EVERYBODY has a secret face!	M
I can't talk to the others, but with time to myself, I think about back home, back home at Malibu.	N
I don't think I'll ever dry out.	M
Well, if it was a toothbrush I wouldn't ask questions, I'd just quote a price, but then a toothbrush is a non-lethal object, isn't it?	M
Come with me if you want to live!	M
We get to go home at 7:55.	N
I don't care so long as he's not a freak.	N
I don't think this is the lightning you're looking for.	M
Damn it, you're on a need-to-know basis, and you don't need to know.	M
I just love the feel of tuck and roll upholstery.	N
We've been after this cocksucker for a long time, and tonight we're gonna get him.	N
Oh, you amuse me, Roy, but I'm the only woman in America born after World War II that thinks astrology's a crock of shit.	M
It woulda been more humane to stake me down and leave me to the crows.	N
Oh, look, look, there's that ... that's -that's my old house.	N
This is pricks ficks.	N
I wish there was some way I could just pay the fine and go home.	M
It's going to be a long spring.	M
