What's this all about, Tyler?	N
I - I don't know, Bill.	N
All I know is... you're beautiful.	M
If there's anything around here more important than my ego, I want it caught and shot now!	M
Hang on tightly, let go lightly.	M
It was our money and we want it back.	N
Archie is *not* fucking Mr. Weatherbee!	M
Lucius Hunt you answer me this moment!	N
Au contraire baby, you can't resist me.	M
The first and most important rule of gun-running is: Never get shot with your own merchandise.	M
I always thought I knew the punchline.	N
These men are the leaders of a terrorist organization wanted for the abduction of a monkey.	N
And I'd gladly stand up; next to you and defend her still today.	N
You'd make a good poker player, kid.	M
L.A.P.D., I mean San Angeles P.D.	N
The two hours after school and before The Rockford Files, three days in a row.	N
See this is why we're not watching TV, people become obsessed.	M
I mean, he was already in Vegas a couple of years and he had the fuckin' place clocked.	N
Why'd you have to get us into this, Foxy?	N
Would it help if I explained to them I'm not homosexual?	N
NOBODY'S GONNA PUT ME TO SLEEP!	N
Well, kiddo, I thought you outgrew superstition.	M
I have a special surprise for you, Mommy!	M
Sammy, opening for David Brenner is a fine gig.	N
You must be makin' some big deals, doin' lunch in a place like this?	N
Don't matter what kin' either.	N
Now, on top of everything else, I gotta make sure no one fucks around with the Golden Jew.	M
Oh dear, I feel like doing a bit of work.	N
Captain, shall we raise our shields?	N
What is your malfunction, you fat barrel of monkey spunk?	M
Goddamn, these people are confusing.	M
But I knew if anyone could straighten them out, you could.	N
Don't worry Jennie.	N
Joe College strikes out.	M
I just wish I understood what they were telling me.	N
We fell from grace together.	N
I never swim myself, so the pool tends to go to waste.	N
I have worked out a little more of our plan.	N
Well, anything would be better than just hanging around waiting for him to pick us up...	N
We are God's unwanted children, with no special place and no special attention, and so be it.	N
Nobody appreciates that kind of integrity anymore... the grain, the gritty look you get.	N
The east side is always faster.	N
More fancy talk... You want to know what Haddonfield is?	N
I mean, he knew we didn't hand off his briefcase, but he never asked for it back.	N
... and then, you know, you grow up.	N
You used to ride with that guy?	M
Man, they got a shit load of cookies!	M
I was making time with your girl.	N
They abide, and they endure.	M
Don't be a fool!	N
My eyes still hurt from reading that movie.	M
You, madam, are addressing a man, who is in fact quiet... and yet, not quiet, if I may offer to you a riddle.	M
Does my inner child need a spanking?	M
I'd be monarch of all I survey....	N
Yeah - I have that effect on people.	M
I don't think you should tell her she doesn't have blood...	M
Well, I don't think that store dick is gonna want this.	N
I guess I'm just no good?	N
He was conceived during one of our rituals.	M
Die screaming motherfucker.	M
You stay away from my wife, my life, my home, and my skunk!	M
Let's snuff the sucka.	M
Made the semi-finals, didn't you?	N
We are grateful for the time we have been given.	M
This is the coolest thing I have ever seen.	M
Thanks for giving me this part, Mr. Cunningham.	N
I promise, that one day, everything's going to be better for you.	M
You can't argue about taste.	M
Billy, take the radio, leave the rest.	N
Miss Winston, EVERYBODY has a secret face!	M
Even if it's just banging its head against a rock.	N
Stern, if this factory ever produces a shell that can actually be fired, I'll be very unhappy.	M
And you could be... sort of like... a father figure to me....	N
Come with me if you want to live!	M
We get to go home at 7:55.	N
I don't think this is the lightning you're looking for.	M
Damn it, you're on a need-to-know basis, and you don't need to know.	M
Anyway, I guess you could say me and Momma was on our own.	N
I just love the feel of tuck and roll upholstery.	N
We've been after this cocksucker for a long time, and tonight we're gonna get him.	N
Oh, you amuse me, Roy, but I'm the only woman in America born after World War II that thinks astrology's a crock of shit.	M
It woulda been more humane to stake me down and leave me to the crows.	N
Oh, look, look, there's that ... that's -that's my old house.	N
This is pricks ficks.	N
I wish there was some way I could just pay the fine and go home.	M
It's going to be a long spring.	M
Look at this: an entire generation of Cinderellas and there's no glass slipper.	M
You know, all things considered, Data, I think you have nicer eyes.	M
I sawed the main beam in half.	N
Oh, man, this isn't happening, it only thinks its happening.	M
There are some mistakes you cannot risk when you have children.	M
Just going to the kitchen to get some food, then I'm going to tell you a story that will make your balls shrink to the size of raisins.	M
What the hell you doin', Grace?	N
Only second chance I know, is the chance to make the same mistake twice.	M
The quartet was in my file, along with every other thing I had done since high school, see?	N
But the false promise of a new dawn usually leads to a most bloody sunset.	M
Tell me... do you like music, Mr. Finch?	M
