Your mom's anniversary set him off and he went on a murder spree, killing everyone...	N
What's this all about, Tyler?	N
Go on and read it, John, and then start socking!	N
I - I don't know, Bill.	N
All I know is... you're beautiful.	M
If there's anything around here more important than my ego, I want it caught and shot now!	M
What virus are we talking about, Dad?	N
It was our money and we want it back.	N
I'll have to re-energize.	N
Lucius Hunt you answer me this moment!	N
Au contraire baby, you can't resist me.	M
I don't think this is the lightning you're looking for.	M
I always thought I knew the punchline.	N
These men are the leaders of a terrorist organization wanted for the abduction of a monkey.	N
And I'd gladly stand up; next to you and defend her still today.	N
Mmm, I'm a little bit lonely these days	M
You'd make a good poker player, kid.	M
L.A.P.D., I mean San Angeles P.D.	N
She did it because she got off on it, she did it for fun.	N
The two hours after school and before The Rockford Files, three days in a row.	N
I mean, he was already in Vegas a couple of years and he had the fuckin' place clocked.	N
Would it help if I explained to them I'm not homosexual?	N
NOBODY'S GONNA PUT ME TO SLEEP!	N
I have a special surprise for you, Mommy!	M
Sammy, opening for David Brenner is a fine gig.	N
You must be makin' some big deals, doin' lunch in a place like this?	N
Now, on top of everything else, I gotta make sure no one fucks around with the Golden Jew.	M
Knowing what you've got, knowing what you need, knowing what you can do without - That's inventory control.	M
What is your malfunction, you fat barrel of monkey spunk?	M
Mrs. Peel, you're needed.	M
Goddamn, these people are confusing.	M
But I knew if anyone could straighten them out, you could.	N
Don't worry Jennie.	N
Cause I don't forgive you, I don't forgive you for dying.	N
I just wish I understood what they were telling me.	N
We fell from grace together.	N
I never swim myself, so the pool tends to go to waste.	N
It was the first time somebody ever saw the real me, the me that nobody else knows.	N
Well, anything would be better than just hanging around waiting for him to pick us up...	N
We are God's unwanted children, with no special place and no special attention, and so be it.	N
Nobody appreciates that kind of integrity anymore... the grain, the gritty look you get.	N
Hey, fuck him, let's eat this thing.	N
I mean, he knew we didn't hand off his briefcase, but he never asked for it back.	N
... and then, you know, you grow up.	N
You used to ride with that guy?	M
Man, they got a shit load of cookies!	M
I was making time with your girl.	N
They abide, and they endure.	M
Don't be a fool!	N
My eyes still hurt from reading that movie.	M
You, madam, are addressing a man, who is in fact quiet... and yet, not quiet, if I may offer to you a riddle.	M
I'd be monarch of all I survey....	N
Also, we haven't had a chance to speak since THAT week.	N
and your car and me and my brothers were wanted by the law, I woulda killed you to get 'em too.	N
Yeah - I have that effect on people.	M
I don't think you should tell her she doesn't have blood...	M
Well, I don't think that store dick is gonna want this.	N
I guess I'm just no good?	N
Trying to get something real by telling yourself stories is a trap.	M
He was conceived during one of our rituals.	M
Die screaming motherfucker.	M
You stay away from my wife, my life, my home, and my skunk!	M
Let's snuff the sucka.	M
Made the semi-finals, didn't you?	N
We are grateful for the time we have been given.	M
Thanks for giving me this part, Mr. Cunningham.	N
I promise, that one day, everything's going to be better for you.	M
You can't argue about taste.	M
All I ever wanted was a single thing worth fighting for.	M
You'd be surprised about what you can get, if you ask for it the right way.	M
Miss Winston, EVERYBODY has a secret face!	M
Even if it's just banging its head against a rock.	N
I don't think I'll ever dry out.	M
Stern, if this factory ever produces a shell that can actually be fired, I'll be very unhappy.	M
And you could be... sort of like... a father figure to me....	N
We get to go home at 7:55.	N
Damn it, you're on a need-to-know basis, and you don't need to know.	M
Anyway, I guess you could say me and Momma was on our own.	N
We've been after this cocksucker for a long time, and tonight we're gonna get him.	N
It woulda been more humane to stake me down and leave me to the crows.	N
Oh, look, look, there's that ... that's -that's my old house.	N
This is pricks ficks.	N
I wish there was some way I could just pay the fine and go home.	M
It's going to be a long spring.	M
Look at this: an entire generation of Cinderellas and there's no glass slipper.	M
